"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","allows protected requests through when auth is explicitly disabled","Unit | Middleware | Access Control","2026-07-15","passed","2026-07-15","","","",""
"","1","flags a JSON response body without a schema","Unit | Scripts | OpenAPI | Validate Spec","2026-07-15","passed","2026-07-15","","validateOperationResponses","",""
"","16","throws a helpful error when requested folders are missing","Unit | Scripts | Postman | Collection Utils","2026-07-15","passed","2026-07-15","","","",""
"","1","parses an explicit target deploy and real run","Unit | Scripts | Render | Rollback Render Service","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","2","forwards a validation error for an unknown model","Unit | Controllers | Description Controller","2026-07-15","passed","2026-07-15","","DescriptionController.describePage","",""
"","71","requires TLS_CERT in production when only TLS_KEY is supplied","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","22","prepares a composed Pages site artifact and dispatches PR publication without deploying directly from the CI run","Unit | Workflows | CI Allure Pages","2026-07-15","passed","2026-07-15","","","",""
"","1","closes all registered servers and closes idle connections first","Unit | Server | Server Functions","2026-07-15","passed","2026-07-15","","","",""
"","17","rejects unsupported workflow kinds","Unit | Allure History Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","marks successes with auto_inactive and URLs","Unit | Scripts | GitHub | Update Deployment Status","2026-07-15","passed","2026-07-15","","buildStatusBody","",""
"","89","rejects OUTBOUND_ALLOWED_HOSTS=*.example.com","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","2","returns the description array on success","Unit | Controllers | Description Controller","2026-07-15","passed","2026-07-15","","DescriptionController.describe","",""
"","1","isImage(https://example.com/photo.png) === true","Unit | Services | Scraper Service","2026-07-15","passed","2026-07-15","","ScraperService.isImage","",""
"","3","re-evaluates module-level reads on each load via a fresh registry","Unit | Test Setup | testEnv helpers","2026-07-15","passed","2026-07-15","","loadFreshModule","",""
"","4","every action referenced in .github satisfies the pinning policy","Unit | GitHub Action Pin Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","treats .github/assets/alt-text-generator.png as documentation","Unit | Scripts | CI | Classify Changed Paths","2026-07-15","passed","2026-07-15","","isDocsPath","",""
"","2","rejects unsupported flags","Unit | Scripts | GitHub | Rollback Production","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","0","applies outbound timeout handling","Unit | Providers | Adapter Contract Matrix","2026-07-15","passed","2026-07-15","","azure provider adapter contract","",""
"","2","switches to the Allure test environment when a results dir is provided","Unit | Jest Configuration","2026-07-15","passed","2026-07-15","","","",""
"","2","requires service-id and reason","Unit | Scripts | Render | Rollback Render Service","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","1","does not treat config/index.js as documentation","Unit | Scripts | CI | Classify Changed Paths","2026-07-15","passed","2026-07-15","","isDocsPath","",""
"","4","requires third-party actions to be pinned to a commit SHA","Unit | GitHub Action Pin Policy","2026-07-15","passed","2026-07-15","","","",""
"","2","can restrict detection to an allowed provider subset","Unit | Scripts | Postman | Provider Validation Scope","2026-07-15","passed","2026-07-15","","detectAvailableProviders","",""
"","1","trims entries and drops blank lines","Unit | Scripts | CI | Classify Changed Paths","2026-07-15","passed","2026-07-15","","parseChangedFiles","",""
"","1","runs only on manual dispatch with a dry-run default of true","Unit | Scripts | GitHub | Rollback Production Workflow","2026-07-15","passed","2026-07-15","","","",""
"","1","resolves and trims the Allure results directory from the environment","Unit | Postman Harness Reporting","2026-07-15","passed","2026-07-15","","","",""
"","2","forwards a validation error when model is missing","Unit | Controllers | Description Controller","2026-07-15","passed","2026-07-15","","DescriptionController.describe","",""
"","2","emits grouped diagnostic lines for GitHub Actions logs","Unit | Scripts | Postman | Newman Runner","2026-07-15","passed","2026-07-15","","","",""
"","5","derives worker count and cluster mode from config","Unit | Server | Runtime Bootstrap","2026-07-15","passed","2026-07-15","","","",""
"","1","auto-selects the most recent successful deploy that is not current","Unit | Scripts | Render | Rollback Render Service","2026-07-15","passed","2026-07-15","","selectRollbackDeploy","",""
"","7","routes fatal exceptions through the active shutdown handler","Unit | Server | Register Fatal Handlers","2026-07-15","passed","2026-07-15","","","",""
"","5","respects an explicit manual scope override","Unit | Scripts | GitHub | Resolve Provider Validation Scope","2026-07-15","passed","2026-07-15","","resolveScopeFromEnv","",""
"","1","parses read-pages-metadata CLI arguments","Unit | Scripts | GitHub | Page Metadata","2026-07-15","passed","2026-07-15","","","",""
"","1","ignores local and docker references","Unit | GitHub Action Pin Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","persists deploy-production history on production pushes","Unit | Allure History Policy","2026-07-15","passed","2026-07-15","","","",""
"","104","uses process-stream logging in production without touching the filesystem","Unit | Infrastructure | Logger","2026-07-15","passed","2026-07-15","","","",""
"","15","publishes a PR report without overwriting the root report","Unit | Scripts | GitHub | Compose Pages Site","2026-07-15","passed","2026-07-15","","","",""
"","2","fails dispatch when the token is missing","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-07-15","passed","2026-07-15","","","",""
"","1","a.png and b.png remain distinct fixture payloads","provider validation fixtures","2026-07-15","passed","2026-07-15","","","",""
"","4","returns a pending async page-description job response","Integration | API","2026-07-15","passed","2026-07-15","","GET /api/accessibility/page-description-jobs/:jobId","",""
"","2","defaults empty values to false","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","normalizeBooleanFlag","",""
"","8","downloads the image and submits it to the Ollama chat api","Unit | Services | Ollama Describer Service","2026-07-15","passed","2026-07-15","","","",""
"","3","ignores missing stale reports before spawning Newman","Unit | Scripts | Postman | Newman Runner","2026-07-15","passed","2026-07-15","","","",""
"","1","deletes keys given null or undefined","Unit | Test Setup | testEnv helpers","2026-07-15","passed","2026-07-15","","setEnv","",""
"","2","returns null when no caption-like text is present","Unit | Providers | Shared | Extract Caption Text","2026-07-15","passed","2026-07-15","","","",""
"","79","accepts a Together-only provider configuration","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","2","marks a within-budget sample ok and non-blocking","Unit | Scripts | Performance Budget","2026-07-15","passed","2026-07-15","","","",""
"","2","logs and exits when runtime bootstrap fails","Unit | Server | Runtime Bootstrap","2026-07-15","passed","2026-07-15","","","",""
"","1","uses the configured environment scope when the manual input is auto","Unit | Scripts | GitHub | Resolve Provider Validation Scope","2026-07-15","passed","2026-07-15","","resolveScopeFromEnv","",""
"","70","accepts OUTBOUND_ALLOWED_HOSTS=api.example.com","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","3","parses CLI arguments","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-07-15","passed","2026-07-15","","","",""
"","4","returns a registered describer by name","Unit | Services | Image Describer Factory","2026-07-15","passed","2026-07-15","","","",""
"","3","accepts reachable image and page fixtures","Unit | Scripts | Postman | Provider Validation Fixture Probe","2026-07-15","passed","2026-07-15","","","",""
"","17","keeps the standard node environment when Allure is disabled","Unit | Jest Configuration","2026-07-15","passed","2026-07-15","","","",""
"","4","keeps the heartbeat alive when a lease refresh fails and recovers it on the next tick","Unit | Services | Page Description Job Concurrency","2026-07-15","passed","2026-07-15","","","",""
"","12","invokes postman:live-provider from the live workflow","Unit | Scripts | Run Postman Live","2026-07-15","passed","2026-07-15","","package and workflow wiring","",""
"","1","writes key/value pairs to the provided file","Unit | Scripts | GitHub | Resolve Provider Validation Scope","2026-07-15","passed","2026-07-15","","appendGitHubEnv","",""
"","1","declares the required fields of the public error contract","Unit | Config | Swagger","2026-07-15","passed","2026-07-15","","required schemas","",""
"","1","returns no-op when both branches already share the same tip SHA","Unit | Scripts | GitHub | Promote To Production","2026-07-15","passed","2026-07-15","","derivePromotionPlan","",""
"","1","creates a buffer from non-buffer payloads and tolerates missing content type","Unit | Providers | Shared | Fetch Image Asset","2026-07-15","passed","2026-07-15","","","",""
"","23","keeps health checks available when the default API limiter is exhausted","Integration | API","2026-07-15","passed","2026-07-15","","rate limiting","",""
"","1","isImage(https://example.com/photo.webp) === true","Unit | Services | Scraper Service","2026-07-15","passed","2026-07-15","","ScraperService.isImage","",""
"","2","exits immediately when no shutdown handler is available","Unit | Server | Register Fatal Handlers","2026-07-15","passed","2026-07-15","","","",""
"","18","parses numeric overrides for worker and scraper controls","Unit | Config | Index","2026-07-15","passed","2026-07-15","","","",""
"","1","keeps the promotion trust boundary: App token only, prod-validation environment","Unit | Scripts | GitHub | Rollback Production Workflow","2026-07-15","passed","2026-07-15","","","",""
"","3","parses supported CLI arguments","Unit | Scripts | GitHub | Compose Pages Site","2026-07-15","passed","2026-07-15","","","",""
"","84","accepts an Azure-only provider configuration","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","32","limits concurrent provider calls while preserving output order","Unit | Services | Page Description Service","2026-07-15","passed","2026-07-15","","","",""
"","1","treats a Replicate token as sufficient enablement for replicate","Unit | Config | Provider Catalog","2026-07-15","passed","2026-07-15","","","",""
"","71","requires production TLS credentials when TLS_ENABLED=true","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","1","applies overrides for the callback then restores the prior environment","Unit | Test Setup | testEnv helpers","2026-07-15","passed","2026-07-15","","withEnv","",""
"","3","lets one runner claim a shared job and blocks the competing runner","Unit | Services | Page Description Job Concurrency","2026-07-15","passed","2026-07-15","","","",""
"","11","copies the generated history directory and manifest into the artifact output","Unit | Allure History Artifact Packaging","2026-07-15","passed","2026-07-15","","","",""
"","2","reports fresh when committed and generated text are byte-identical","Unit | Scripts | OpenAPI | Freshness Check","2026-07-15","passed","2026-07-15","","checkFreshness","",""
"","0","returns false for a relative path","Unit | URL Validator","2026-07-15","passed","2026-07-15","","","",""
"","6","falls back to the default trust proxy setting when config omits proxy","Unit | Application Composition","2026-07-15","passed","2026-07-15","","","",""
"","1","expands all using only configured provider plans","Unit | Scripts | Postman | Provider Validation Scope","2026-07-15","passed","2026-07-15","","getSelectedProviderPlans","",""
"","6","returns 202 with job metadata for pending async replicate descriptions","Integration | API","2026-07-15","passed","2026-07-15","","GET /api/accessibility/description","",""
"","4","rejects invalid CLI arguments","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-07-15","passed","2026-07-15","","","",""
"","104","serves requests over a real TLS connection using the loaded credentials","Integration | Server | In-process HTTPS listener","2026-07-15","passed","2026-07-15","","","",""
"","688","fetches and updates an existing remote state branch that is not present locally yet","Integration | Scripts | GitHub | Sync Pages State Branch","2026-07-15","passed","2026-07-15","","","",""
"","2","declares the required fields of the health drain response","Unit | Config | Swagger","2026-07-15","passed","2026-07-15","","required schemas","",""
"","1","keeps manual deploy verification runs ephemeral unless explicitly persisted","Unit | Allure History Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","requires the GitHub token","Unit | Scripts | GitHub | Review Dependencies","2026-07-15","passed","2026-07-15","","reviewDependencies","",""
"","1","detects exact status-code headers on request items","Unit | Scripts | Postman | Collection Utils","2026-07-15","passed","2026-07-15","","","",""
"","0","warns without blocking when a provisional budget is exceeded","Unit | Scripts | Performance Budget","2026-07-15","passed","2026-07-15","","","",""
"","0","accepts requirements that name declared schemes","Unit | Scripts | OpenAPI | Validate Spec","2026-07-15","passed","2026-07-15","","validateSecurity","",""
"","1","throws a helpful error when a configured certificate path is invalid","Unit | Infrastructure | Load TLS Credentials","2026-07-15","passed","2026-07-15","","","",""
"","1","strips query strings from image URLs","Unit | Services | Scraper Service","2026-07-15","passed","2026-07-15","","ScraperService.extractImageSources","",""
"","0","classifies added and removed paths and schemas relative to the fresh sources","Unit | Scripts | OpenAPI | Freshness Check","2026-07-15","passed","2026-07-15","","summarizeDrift","",""
"","51","creates a signed JWT with the expected issuer and validity window","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-07-15","passed","2026-07-15","","buildAppJwt","",""
"","2","keeps response-time assertions categorized separately from contract checks","Unit | Postman Harness Reporting","2026-07-15","passed","2026-07-15","","","",""
"","8","keeps the post-deploy provider subset on low-cost providers only","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","resolvePostDeployProviderPlans","",""
"","7","builds the provider env schema and detects configured providers","Unit | Config | Provider Catalog","2026-07-15","passed","2026-07-15","","","",""
"","1","recognizes localhost and RFC1918 addresses","Unit | Scripts | Run Postman Live","2026-07-15","passed","2026-07-15","","isPrivateHostname","",""
"","129","fails fixed-port mode fast with diagnostics when a port is in use","Integration | Scripts | Postman | Harness Port & Report Isolation","2026-07-15","passed","2026-07-15","","","",""
"","2","collects paginated artifact results from the GitHub API","Unit | Allure History Artifact Restore","2026-07-15","passed","2026-07-15","","","",""
"","1","flags 5xx requests that only assert the status","Unit | Scripts | Postman | Collection Lint","2026-07-15","passed","2026-07-15","","lintErrorContract","",""
"","1","skips the gates for a genuinely docs-only change","Unit | Scripts | CI | Classify Changed Paths","2026-07-15","passed","2026-07-15","","classifyChangedPaths","",""
"","3","surfaces stale-report cleanup failures that are not missing-file errors","Unit | Scripts | Postman | Newman Runner","2026-07-15","passed","2026-07-15","","","",""
"","3","returns a completed result when an async provider finishes within the wait window","Unit | Services | Description Job Service","2026-07-15","passed","2026-07-15","","","",""
"","2","transitions to ready and then draining","Unit | Server | Runtime State","2026-07-15","passed","2026-07-15","","","",""
"","1","serializes GitHub Actions outputs with trailing newlines","Unit | Allure History Policy","2026-07-15","passed","2026-07-15","","","",""
"","3","normalizes URLs and parses CLI arguments","Unit | Allure History Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","isImage(https://example.com/photo.gif) === true","Unit | Services | Scraper Service","2026-07-15","passed","2026-07-15","","ScraperService.isImage","",""
"","1","preserves provider validation metadata on the provider definition","Unit | Providers | Definitions | Build OpenAI Compatible Provider","2026-07-15","passed","2026-07-15","","","",""
"","1","blocks private or special-use address 10.0.0.5","Unit | Infrastructure | Outbound URL Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","includes optional PR, Newman mode, and base URL fields when present","Unit | Allure History Artifact Packaging","2026-07-15","passed","2026-07-15","","","",""
"","73","accepts explicitly disabled API auth without configured tokens","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","1","detects configuration and validates missing api keys for dependent overrides","Unit | Providers | Definitions | Build OpenAI Compatible Provider","2026-07-15","passed","2026-07-15","","","",""
"","2","escalates shutdown failures to exit code 1","Unit | Server | Server Functions","2026-07-15","passed","2026-07-15","","","",""
"","1","fails when added runtime dependencies introduce matching vulnerabilities","Unit | Scripts | GitHub | Review Dependencies","2026-07-15","passed","2026-07-15","","reviewDependencies","",""
"","3","extracts trimmed direct string payloads","Unit | Providers | Shared | Extract Caption Text","2026-07-15","passed","2026-07-15","","","",""
"","1","derives required checks from live main branch protection, never a hardcoded list","Unit | Scripts | GitHub | Promote To Production Workflow","2026-07-15","passed","2026-07-15","","","",""
"","1","allows requests through when auth is not configured","Unit | Middleware | Access Control","2026-07-15","passed","2026-07-15","","","",""
"","2","forwards a validation error when url is missing","Unit | Controllers | Description Controller","2026-07-15","passed","2026-07-15","","DescriptionController.describePage","",""
"","4","writes the pid file only from the primary process","Unit | Server | Runtime Bootstrap","2026-07-15","passed","2026-07-15","","","",""
"","4","uses the canonical production base URL by default","Unit | Scripts | Run Postman Live","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","2","passes secure requests through so endpoint validation can handle query semantics","Unit | Middleware | Request Filter","2026-07-15","passed","2026-07-15","","","",""
"","1","applies live-only Replicate polling overrides in live mode","Unit | Scripts | Postman | Provider Validation Scope","2026-07-15","passed","2026-07-15","","getSelectedProviderPlans","",""
"","3","parses supported CLI arguments","Unit | Scripts | GitHub | Review Dependencies","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","0","returns false for undefined","Unit | URL Validator","2026-07-15","passed","2026-07-15","","","",""
"","24","sends a chat completion request with the remote image url","Unit | Services | OpenAI Compatible Vision Describer Service","2026-07-15","passed","2026-07-15","","","",""
"","73","rejects a negative TRUST_PROXY_HOPS override","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","22","accepts provider-validation data-url payloads above the express default json limit","Unit | Scripts | Postman Fixture Server","2026-07-15","passed","2026-07-15","","","",""
"","1","normalizes successful image descriptions","Unit | Providers | Adapter Contract Matrix","2026-07-15","passed","2026-07-15","","ollama provider adapter contract","",""
"","45","rejects a max restart backoff smaller than the base restart backoff","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","2","protects non-health endpoints with both schemes","Unit | Config | Swagger","2026-07-15","passed","2026-07-15","","security and public endpoints","",""
"","2","uses a fetched data url immediately for localhost images","Unit | Services | OpenAI Compatible Vision Describer Service","2026-07-15","passed","2026-07-15","","","",""
"","3","forwards a validation error when url is missing","Unit | Controllers | Scraper Controller","2026-07-15","passed","2026-07-15","","","",""
"","1","flags a removed path","Unit | Scripts | OpenAPI | Contract Diff","2026-07-15","passed","2026-07-15","","diffPublicContract","",""
"","51","Protected description accepts X-API-Key","alt-text-generator API Contract Harness","2026-07-15","passed","2026-07-15","","08 API Auth Contract","",""
"","1","falls back to huggingface before openai and openrouter in auto mode","Unit | Scripts | Postman | Provider Validation Scope","2026-07-15","passed","2026-07-15","","resolveProviderScope","",""
"","0","returns no GitHub Pages URL for non-public GitHub hosts","Unit | Allure History Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","skips protected deploy verification when auth is enabled without a token","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","resolveProductionDeployAuthConfig","",""
"","6","allows public health endpoints without authentication","Integration | API","2026-07-15","passed","2026-07-15","","API access control","",""
"","1","rejects non-array payloads from the compare endpoint","Unit | Scripts | GitHub | Review Dependencies","2026-07-15","passed","2026-07-15","","listDependencyChanges","",""
"","1","applies outbound timeout handling","Unit | Providers | Adapter Contract Matrix","2026-07-15","passed","2026-07-15","","huggingface provider adapter contract","",""
"","29","writes environment.properties and executor.json into the results directory","Unit | Allure Metadata Writer","2026-07-15","passed","2026-07-15","","","",""
"","45","admits exactly the rate-limit budget under a concurrent Promise.all burst across instances","Integration | Shared Redis Concurrency","2026-07-15","passed","2026-07-15","","","",""
"","23","Swagger UI","alt-text-generator API Contract Harness","2026-07-15","passed","2026-07-15","","00 Core Smoke","",""
"","1","ignores unrelated GitHub API failures","Unit | Scripts | GitHub | Promote To Production","2026-07-15","passed","2026-07-15","","isProtectedBranchRefUpdateError","",""
"","8","returns 503 while the instance is draining","Integration | API","2026-07-15","passed","2026-07-15","","GET /api/health","",""
"","5","restores the published history files into the results directory","Unit | Allure History Fetcher","2026-07-15","passed","2026-07-15","","","",""
"","84","accepts OUTBOUND_ALLOWED_HOSTS=fixtures.internal:8080,127.0.0.1:19090","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","3","parses supported CLI arguments","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","1","promotes only with the repository automation GitHub App token","Unit | Scripts | GitHub | Promote To Production Workflow","2026-07-15","passed","2026-07-15","","","",""
"","6","returns image list on success","Integration | API","2026-07-15","passed","2026-07-15","","GET /api/scraper/images","",""
"","1","resolves relative bundle paths from the current working directory","Unit | Infrastructure | Outbound Trust","2026-07-15","passed","2026-07-15","","","",""
"","0","roots the run directory at POSTMAN_REPORTS_DIR when provided","Unit | Scripts | Postman | Run Layout","2026-07-15","passed","2026-07-15","","","",""
"","1","reports stale with structural drift when they differ","Unit | Scripts | OpenAPI | Freshness Check","2026-07-15","passed","2026-07-15","","checkFreshness","",""
"","1","keeps custom deploy verification URLs ephemeral","Unit | Allure History Policy","2026-07-15","passed","2026-07-15","","","",""
"","66","accepts OUTBOUND_ALLOWED_HOSTS=127.0.0.1:19090","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","202","exposes git helpers for failure-tolerant checks","Integration | Scripts | GitHub | Sync Pages State Branch","2026-07-15","passed","2026-07-15","","","",""
"","10","rejects missing required arguments","Unit | Scripts | GitHub | Sync Pages State Branch","2026-07-15","passed","2026-07-15","","","",""
"","1","parses --base, --spec, --strict, and --json","Unit | Scripts | OpenAPI | Contract Diff","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","0","isImage(https://example.com/photo.bmp) === true","Unit | Services | Scraper Service","2026-07-15","passed","2026-07-15","","ScraperService.isImage","",""
"","398","writes GitHub Actions outputs when executed as a CLI","Integration | Scripts | GitHub | Sync Pages State Branch","2026-07-15","passed","2026-07-15","","","",""
"","2","propagates errors from the Replicate client","Unit | Services | Replicate Describer Service","2026-07-15","passed","2026-07-15","","","",""
"","2","calls the API with correct url, data, and headers","Unit | Services | Azure Describer Service","2026-07-15","passed","2026-07-15","","","",""
"","37","pins every external action to a full-length commit SHA","Unit | Scripts | GitHub | Workflow Hardening","2026-07-15","passed","2026-07-15","","","",""
"","2","aggregates non-expired artifacts by name sorted by size","Unit | Scripts | GitHub | Advisory Observability Workflows","2026-07-15","passed","2026-07-15","","report-actions-storage script","",""
"","78","accepts TLS_ENABLED=false in production alongside unused TLS credentials","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","1","blocks private or special-use address 169.254.169.254","Unit | Infrastructure | Outbound URL Policy","2026-07-15","passed","2026-07-15","","","",""
"","3","starts single-process runtime when worker count is one","Unit | Server | Runtime Bootstrap","2026-07-15","passed","2026-07-15","","","",""
"","2","rejects malformed forwarded host headers instead of constructing a redirect target","Unit | Middleware | Request Filter","2026-07-15","passed","2026-07-15","","","",""
"","3","uses provider-validation budgets only for provider-validation runs","Unit | Postman Harness Reporting","2026-07-15","passed","2026-07-15","","","",""
"","7","keeps provider validation fixtures public without authentication","Integration | API","2026-07-15","passed","2026-07-15","","API access control","",""
"","17","loads provider overrides from YAML when configured","Unit | Config | Index","2026-07-15","passed","2026-07-15","","","",""
"","10","responds with a stable public service index","Integration | API","2026-07-15","passed","2026-07-15","","GET /","",""
"","1","reports rollout issues until health headers and auth expectations match","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","collectDeployStabilizationIssues","",""
"","1","blocks private or special-use address 192.168.1.20","Unit | Infrastructure | Outbound URL Policy","2026-07-15","passed","2026-07-15","","","",""
"","0","classifies isolated image-source failures as skippable","Unit | Providers | Adapter Contract Matrix","2026-07-15","passed","2026-07-15","","huggingface provider adapter contract","",""
"","1","detects replicate and azure independently","Unit | Scripts | Postman | Provider Validation Scope","2026-07-15","passed","2026-07-15","","detectAvailableProviders","",""
"","34","creates outbound clients that use the configured CA bundle","Unit | Infrastructure | Outbound Trust","2026-07-15","passed","2026-07-15","","","",""
"","9","keeps package scripts mapped to explicit Jest lane configs","Unit | Jest Lane Configs","2026-07-15","passed","2026-07-15","","","",""
"","7","supports canceling replicate predictions","Unit | Scripts | Postman Fixture Server","2026-07-15","passed","2026-07-15","","","",""
"","50","creates an installation token from the configured GitHub App secret","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-07-15","passed","2026-07-15","","createGitHubAppInstallationToken","",""
"","2","derives required checks from live branch protection when none are provided","Unit | Scripts | GitHub | Promote To Production","2026-07-15","passed","2026-07-15","","resolveRequiredChecks","",""
"","68","accepts links to tracked files and existing headings","Unit | Scripts | Docs | Validate Docs","2026-07-15","passed","2026-07-15","","internal links and anchors","",""
"","6","returns description array on success","Integration | API","2026-07-15","passed","2026-07-15","","GET /api/accessibility/description","",""
"","55","accepts Azure provider credentials when endpoint and subscription key are set","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","1","adds the Allure reporter when a results directory is configured","Unit | Postman Harness Reporting","2026-07-15","passed","2026-07-15","","","",""
"","1","runs monthly or manually with actions read access only","Unit | Scripts | GitHub | Advisory Observability Workflows","2026-07-15","passed","2026-07-15","","actions storage report workflow","",""
"","49","throws on a missing --base value","Unit | Scripts | OpenAPI | Contract Diff","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","1","forwards a validation error for an invalid URL","Unit | Controllers | Scraper Controller","2026-07-15","passed","2026-07-15","","","",""
"","1","accepts an img with descriptive alt, and an explicit empty alt","Unit | Scripts | Docs | Validate Docs","2026-07-15","passed","2026-07-15","","image alt text","",""
"","1","requires the standard rate-limit headers case-insensitively","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","hasRequiredRateLimitHeaders","",""
"","1","rejects a payload whose magic bytes are not a ZIP header","Unit | Allure History Artifact Restore","2026-07-15","passed","2026-07-15","","assertArchivePayload","",""
"","1","rejects unsupported CLI arguments","Unit | Scripts | GitHub | Compose Pages Site","2026-07-15","passed","2026-07-15","","","",""
"","3","parses the required CLI arguments","Unit | Allure History Artifact Packaging","2026-07-15","passed","2026-07-15","","","",""
"","0","expands all to the configured providers only","Unit | Scripts | Postman | Provider Validation Scope","2026-07-15","passed","2026-07-15","","resolveProviderScope","",""
"","3","keeps weekly npm and github-actions update lanes","Unit | Dependabot Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","filters unsupported sources before they reach Azure","Unit | Services | Azure Describer Service","2026-07-15","passed","2026-07-15","","","",""
"","0","treats 404 history files as missing instead of failing the build","Unit | Allure History Fetcher","2026-07-15","passed","2026-07-15","","","",""
"","11","responds with pong and mounts the request logger middleware","Integration | API","2026-07-15","passed","2026-07-15","","GET /api/ping","",""
"","3","accepts the committed policy against the real workflow job names","Unit | Scripts | GitHub | Required Check Policy","2026-07-15","passed","2026-07-15","","","",""
"","12","rejects unsupported and incomplete arguments","Unit | Scripts | GitHub | Review Dependencies","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","0","audits production dependencies through the repository script","Unit | Scripts | GitHub | Security Audit Workflow","2026-07-15","passed","2026-07-15","","","",""
"","66","is exactly what the canonical generator produces (the freshness invariant)","Unit | Scripts | OpenAPI | Freshness Check","2026-07-15","passed","2026-07-15","","committed artifact","",""
"","0","lists request items across nested folders","Unit | Scripts | Postman | Collection Utils","2026-07-15","passed","2026-07-15","","","",""
"","2","drains the active-job map after concurrent jobs settle to success and failure","Unit | Services | Page Description Job Concurrency","2026-07-15","passed","2026-07-15","","","",""
"","2","redirects forwarded HTTP requests using the validated forwarded host","Unit | Middleware | Request Filter","2026-07-15","passed","2026-07-15","","","",""
"","23","parses CLI arguments","Unit | Scripts | Docs | Validate Docs","2026-07-15","passed","2026-07-15","","","",""
"","1","does not treat scripts/ci/classify-changed-paths.js as documentation","Unit | Scripts | CI | Classify Changed Paths","2026-07-15","passed","2026-07-15","","isDocsPath","",""
"","2","maps provider timeouts to gateway timeout responses","Unit | Controllers | Description Controller","2026-07-15","passed","2026-07-15","","DescriptionController.describe","",""
"","4","returns no violations for a structurally sound spec","Unit | Scripts | OpenAPI | Validate Spec","2026-07-15","passed","2026-07-15","","validateSpec","",""
"","11","returns 400 for an unknown model","Integration | API","2026-07-15","passed","2026-07-15","","GET /api/accessibility/description","",""
"","47","shares API rate-limit counters across distinct app instances","Integration | Redis Rate Limiting","2026-07-15","passed","2026-07-15","","","",""
"","1","formats provisional and accepted verdict lines distinctly","Unit | Scripts | Performance Budget","2026-07-15","passed","2026-07-15","","","",""
"","15","degrades deployment evidence failures to a null id without throwing","Unit | Scripts | GitHub | Promote To Production","2026-07-15","passed","2026-07-15","","deployment evidence","",""
"","2","cleans up failed page jobs when execution settles before the wait deadline","Unit | Services | Page Description Job Service","2026-07-15","passed","2026-07-15","","","",""
"","11","throws when a configured provider is missing a runtime builder","Unit | Providers | Runtime Registry","2026-07-15","passed","2026-07-15","","","",""
"","2","runs only on manual dispatch with non-cancelable serialized promotion","Unit | Scripts | GitHub | Promote To Production Workflow","2026-07-15","passed","2026-07-15","","","",""
