"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","parses supported CLI arguments including required checks","Unit | Scripts | GitHub | Promote To Production","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","45","fails open when the Redis-backed limiter store errors during a request","Integration | API","2026-07-15","passed","2026-07-15","","rate limiting","",""
"","4","throws a descriptive error for an unknown model","Unit | Services | Image Describer Factory","2026-07-15","passed","2026-07-15","","","",""
"","1","flags a removed operation on a kept path","Unit | Scripts | OpenAPI | Contract Diff","2026-07-15","passed","2026-07-15","","diffPublicContract","",""
"","4","extends the timeout for the script/git integration lane","Unit | Jest Lane Configs","2026-07-15","passed","2026-07-15","","","",""
"","1","builds GitHub-flavored executor metadata when workflow env is present","Unit | Allure Metadata Writer","2026-07-15","passed","2026-07-15","","","",""
"","1","parses --json, --help, and --spec","Unit | Scripts | OpenAPI | Freshness Check","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","44","ignores Markdown that is present on disk but untracked","Unit | Scripts | Docs | Validate Docs","2026-07-15","passed","2026-07-15","","","",""
"","2","builds local mock provider configuration URLs","Unit | Scripts | Postman | Local Provider Mocks","2026-07-15","passed","2026-07-15","","","",""
"","1","reports docs changed but not docs-only for a mixed change","Unit | Scripts | CI | Classify Changed Paths","2026-07-15","passed","2026-07-15","","classifyChangedPaths","",""
"","0","returns empty array when no models registered","Unit | Services | Image Describer Factory","2026-07-15","passed","2026-07-15","","","",""
"","28","Swagger Spec","alt-text-generator API Contract Harness","2026-07-15","passed","2026-07-15","","00 Core Smoke","",""
"","1","does not treat src/api/v1/routes/health.js as documentation","Unit | Scripts | CI | Classify Changed Paths","2026-07-15","passed","2026-07-15","","isDocsPath","",""
"","1","returns null for empty listings","Unit | Scripts | GitHub | Update Deployment Status","2026-07-15","passed","2026-07-15","","pickLatestDeployment","",""
"","5","keeps CodeQL required while allowing docs-only changes to use the lightweight docs gate","Unit | Jest Lane Configs","2026-07-15","passed","2026-07-15","","","",""
"","1","applies outbound timeout handling","Unit | Providers | Adapter Contract Matrix","2026-07-15","passed","2026-07-15","","ollama provider adapter contract","",""
"","7","extracts absolute image src attributes","Unit | Services | Scraper Service","2026-07-15","passed","2026-07-15","","ScraperService.extractImageSources","",""
"","3","targets every Redis-suffixed spec in the redis lane","Unit | Jest Lane Configs","2026-07-15","passed","2026-07-15","","","",""
"","12","parses the required arguments","Unit | Scripts | GitHub | Parse Security Audit Report","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","1","documents the group-all, manual-merge posture and the security-update override","Unit | Dependabot Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","flags empty title and version independently","Unit | Scripts | OpenAPI | Validate Spec","2026-07-15","passed","2026-07-15","","validateInfo","",""
"","10","throws when auth is enabled without any configured tokens","Unit | Middleware | Access Control","2026-07-15","passed","2026-07-15","","","",""
"","8","treats a cold-start stream as a non-fatal skip","Unit | Allure History Artifact Restore","2026-07-15","passed","2026-07-15","","","",""
"","0","encodes raw GitHub paths without altering path separators","Unit | Scripts | Postman | Provider Validation Public Fixtures","2026-07-15","passed","2026-07-15","","","",""
"","2","formats byte sizes for humans","Unit | Scripts | GitHub | Advisory Observability Workflows","2026-07-15","passed","2026-07-15","","report-actions-storage script","",""
"","2","forwards an internal error when page orchestration fails","Unit | Controllers | Description Controller","2026-07-15","passed","2026-07-15","","DescriptionController.describePage","",""
"","2","uses base64-encoded PEM values when they are provided","Unit | Infrastructure | Load TLS Credentials","2026-07-15","passed","2026-07-15","","","",""
"","2","resolves every branch-protection context from a real workflow job","Unit | Scripts | GitHub | Required Check Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","resolves refs to existing components","Unit | Scripts | OpenAPI | Validate Spec","2026-07-15","passed","2026-07-15","","validateRefs","",""
"","2","builds prefixed Redis store namespaces per limiter scope","Unit | Infrastructure | Rate Limit Store","2026-07-15","passed","2026-07-15","","","",""
"","1","writes a clean summary when no matching vulnerabilities are added","Unit | Scripts | GitHub | Review Dependencies","2026-07-15","passed","2026-07-15","","reviewDependencies","",""
"","1","builds a manifest with stream-specific metadata","Unit | Allure History Artifact Packaging","2026-07-15","passed","2026-07-15","","","",""
"","2","waits for async-capable provider jobs when describing a page in async mode","Unit | Services | Page Description Service","2026-07-15","passed","2026-07-15","","","",""
"","0","defaults to the committed artifact","Unit | Scripts | OpenAPI | Validate Spec","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","3","configures created HTTP servers with conservative timeout defaults","Unit | Server | Server Functions","2026-07-15","passed","2026-07-15","","","",""
"","19","maps request outcomes to the expected log levels and messages","Unit | Infrastructure | Logger","2026-07-15","passed","2026-07-15","","","",""
"","1","prefers the explicit description-job Redis URL and normalizes the prefix","Unit | Config | Description Job Store","2026-07-15","passed","2026-07-15","","","",""
"","2","skips image-specific provider failures during page descriptions","Unit | Services | Page Description Service","2026-07-15","passed","2026-07-15","","","",""
"","2","defaults the reports base dir to reports/newman and honors POSTMAN_REPORTS_DIR","Unit | Scripts | Postman | Run Layout","2026-07-15","passed","2026-07-15","","","",""
"","3","times out with the last rollout issues when the deploy never stabilizes","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","waitForStableDeploy","",""
"","1","nests every per-run artifact directory under the run directory","Unit | Scripts | Postman | Run Layout","2026-07-15","passed","2026-07-15","","","",""
"","3","blocks private or special-use address 127.0.0.1","Unit | Infrastructure | Outbound URL Policy","2026-07-15","passed","2026-07-15","","","",""
"","112","redirects direct HTTP traffic to HTTPS","Integration | API","2026-07-15","passed","2026-07-15","","request filter","",""
"","1","extracts the first caption from array payloads","Unit | Providers | Shared | Extract Caption Text","2026-07-15","passed","2026-07-15","","","",""
"","0","sets up Node with the pinned actions","Unit | Scripts | GitHub | Dependency Review Workflow","2026-07-15","passed","2026-07-15","","","",""
"","1","keeps least-privilege read-only permissions and a job timeout","Unit | Scripts | GitHub | Security Audit Workflow","2026-07-15","passed","2026-07-15","","","",""
"","0","resolves per-PR history for same-repository pull requests","Unit | Allure History Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","rejects check names published by more than one workflow job","Unit | Scripts | GitHub | Required Check Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","builds report URLs for published Pages subpaths","Unit | Allure History Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","rejects an explicit target that never served traffic","Unit | Scripts | Render | Rollback Render Service","2026-07-15","passed","2026-07-15","","selectRollbackDeploy","",""
"","63","rejects OUTBOUND_ALLOWED_HOSTS=example.com/path","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","3","detects exact status assertions in request test scripts","Unit | Scripts | Postman | Collection Utils","2026-07-15","passed","2026-07-15","","","",""
"","2","normalizes non-error unhandled rejections into structured fatal logs","Unit | Server | Register Fatal Handlers","2026-07-15","passed","2026-07-15","","","",""
"","2","targets the production api-docs page for deploy scraper verification","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","buildDeployEnvVars","",""
"","2","requires repo, sha, and state","Unit | Scripts | GitHub | Update Deployment Status","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","1","disables history for custom deploy verification URLs","Unit | Allure History Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","falls back to azure when auto is requested and both providers are configured","Unit | Scripts | GitHub | Resolve Provider Validation Scope","2026-07-15","passed","2026-07-15","","resolveScopeFromEnv","",""
"","1","keeps the production ruleset policy within the main branch policy","Unit | Scripts | GitHub | Required Check Policy","2026-07-15","passed","2026-07-15","","","",""
"","2","fetches and validates a history file","Unit | Allure History Fetcher","2026-07-15","passed","2026-07-15","","","",""
"","57","does not sweep in Jest lane config, whose env is not app configuration","Unit | Scripts | Docs | Validate Docs","2026-07-15","passed","2026-07-15","","env var coverage","",""
"","1","maps every optional provider and timeout override into the app env","Unit | Postman Harness Reporting","2026-07-15","passed","2026-07-15","","","",""
"","2","normalizes safe publish paths and rejects traversal","Unit | Scripts | GitHub | Compose Pages Site","2026-07-15","passed","2026-07-15","","","",""
"","359","keeps two concurrent dynamic smoke runs isolated by run directory","Integration | Scripts | Postman | Harness Port & Report Isolation","2026-07-15","passed","2026-07-15","","","",""
"","1","parses an explicit real run","Unit | Scripts | GitHub | Rollback Production","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","13","continues to rate limit normal API traffic","Integration | API","2026-07-15","passed","2026-07-15","","rate limiting","",""
"","0","rejects duplicate contexts inside a policy list","Unit | Scripts | GitHub | Required Check Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","returns null for unknown job ids and skips provider refresh for failed jobs","Unit | Services | Description Job Service","2026-07-15","passed","2026-07-15","","","",""
"","3","returns false for provider-endpoint failures","Unit | Providers | Shared | Is Skippable Image Source Error","2026-07-15","passed","2026-07-15","","","",""
"","3","throws when request items are missing a specific status expectation","Unit | Scripts | Postman | Collection Utils","2026-07-15","passed","2026-07-15","","","",""
"","1","flags a security requirement naming an undeclared scheme","Unit | Scripts | OpenAPI | Validate Spec","2026-07-15","passed","2026-07-15","","validateSecurity","",""
"","0","flags a private-network host token","Unit | Scripts | Postman | Collection Lint","2026-07-15","passed","2026-07-15","","lintForbiddenUrls","",""
"","15","throws on unknown arguments and a missing --collection value","Unit | Scripts | Postman | Collection Lint","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","2","exits the primary when the crash budget is exhausted","Unit | Server | Cluster Manager","2026-07-15","passed","2026-07-15","","","",""
"","2","reuses persisted description jobs while building the page result","Unit | Services | Page Description Job Service","2026-07-15","passed","2026-07-15","","","",""
"","5","ignores non-directory PR entries and folders without an index","Unit | Scripts | GitHub | Compose Pages Site","2026-07-15","passed","2026-07-15","","","",""
"","7","returns 202 with page-job metadata for pending async replicate page descriptions","Integration | API","2026-07-15","passed","2026-07-15","","GET /api/accessibility/descriptions","",""
"","1","returns a pending job when the provider does not finish within the wait window","Unit | Services | Description Job Service","2026-07-15","passed","2026-07-15","","","",""
"","22","rejects unsupported flags","Unit | Scripts | GitHub | Promote To Production","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","0","surfaces GitHub API failures","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-07-15","passed","2026-07-15","","fetchGitHubJson","",""
"","14","applies the dedicated status limiter to repeated health checks","Integration | API","2026-07-15","passed","2026-07-15","","rate limiting","",""
"","1","classifies isolated image-source failures as skippable","Unit | Providers | Adapter Contract Matrix","2026-07-15","passed","2026-07-15","","azure provider adapter contract","",""
"","1","requires repo, to-sha, and reason","Unit | Scripts | GitHub | Rollback Production","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","1","reads string and object URL shapes","Unit | Scripts | Postman | Collection Lint","2026-07-15","passed","2026-07-15","","getRequestUrl","",""
"","6","throws a helpful error when production credentials are missing","Unit | Infrastructure | Load TLS Credentials","2026-07-15","passed","2026-07-15","","","",""
"","1","rejects repositories that do not include an owner and repo name","Unit | Scripts | GitHub | Review Dependencies","2026-07-15","passed","2026-07-15","","buildApiUrl","",""
"","1","extracts tokens from Bearer authorization","Unit | Middleware | Access Control","2026-07-15","passed","2026-07-15","","","",""
"","11","lets only one runner win a concurrent claim on a shared description job","Integration | Shared Redis Concurrency","2026-07-15","passed","2026-07-15","","","",""
"","1","returns an empty provider map when the override file is missing","Unit | Config | Provider Overrides","2026-07-15","passed","2026-07-15","","","",""
"","1","uses postman:post-deploy as the canonical npm command","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","package and workflow wiring","",""
"","4","passes every policy rule","Unit | Scripts | Postman | Collection Lint","2026-07-15","passed","2026-07-15","","committed collection","",""
"","20","formats a no-failures summary with an explicit none marker","Unit | Scripts | GitHub | Write Newman Summary","2026-07-15","passed","2026-07-15","","","",""
"","1","derives stable JSON and JUnit report paths from the run label","Unit | Postman Harness Reporting","2026-07-15","passed","2026-07-15","","","",""
"","3","enforces specific status expectations across the committed Postman collection","Unit | Scripts | Postman | Collection Utils","2026-07-15","passed","2026-07-15","","","",""
"","0","does nothing when no summary file is configured","Unit | Scripts | GitHub | Review Dependencies","2026-07-15","passed","2026-07-15","","appendStepSummary","",""
"","4","a.png is a non-trivial PNG fixture","provider validation fixtures","2026-07-15","passed","2026-07-15","","","",""
"","35","Protected scraper accepts Bearer token","alt-text-generator API Contract Harness","2026-07-15","passed","2026-07-15","","08 API Auth Contract","",""
"","1","returns the bytes for a valid, bounded ZIP payload","Unit | Allure History Artifact Restore","2026-07-15","passed","2026-07-15","","assertArchivePayload","",""
"","9","reuses a single in-flight job and runs the page work once for duplicate submissions","Unit | Services | Page Description Job Concurrency","2026-07-15","passed","2026-07-15","","","",""
"","1","selects the newest eligible artifact and excludes the current run","Unit | Allure History Artifact Restore","2026-07-15","passed","2026-07-15","","","",""
"","2","builds a fallback summary when no Newman reports are present","Unit | Scripts | GitHub | Write Newman Summary","2026-07-15","passed","2026-07-15","","","",""
"","2","runs monthly or manually, read-only, warning-only","Unit | Scripts | GitHub | Advisory Observability Workflows","2026-07-15","passed","2026-07-15","","perf-smoke workflow","",""
"","0","isImage(https://example.com/photo.jpg?v=123) === true","Unit | Services | Scraper Service","2026-07-15","passed","2026-07-15","","ScraperService.isImage","",""
"","1","fails and blocks when an accepted budget is exceeded","Unit | Scripts | Performance Budget","2026-07-15","passed","2026-07-15","","","",""
"","1","marks explicit Redis integration runs as required locally","Unit | Redis Test Server Helper","2026-07-15","passed","2026-07-15","","","",""
"","10","rejects unsupported flags","Unit | Scripts | Run Postman Live","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","3","composes every tier without reporters in the compatibility lane","Unit | Jest Lane Configs","2026-07-15","passed","2026-07-15","","","",""
"","1","returns a no-op provider for in-memory rate limiting","Unit | Infrastructure | Rate Limit Store","2026-07-15","passed","2026-07-15","","","",""
"","1","flags an embedded servers block on the base artifact","Unit | Scripts | OpenAPI | Validate Spec","2026-07-15","passed","2026-07-15","","validateNoServers","",""
"","2","filters model-incompatible image sources before describing a page","Unit | Services | Page Description Service","2026-07-15","passed","2026-07-15","","","",""
"","4","does not register azure when its config is incomplete","Unit | Application Composition","2026-07-15","passed","2026-07-15","","","",""
"","0","returns null for unknown assets","provider validation fixtures","2026-07-15","passed","2026-07-15","","","",""
"","45","rejects unsupported flags","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","4","requires consecutive stable probes before continuing","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","waitForStableDeploy","",""
"","0","returns undefined when no upstream details are available","Unit | Utils | Get Upstream Error Summary","2026-07-15","passed","2026-07-15","","","",""
"","2","returns image sources on success","Unit | Services | Scraper Service","2026-07-15","passed","2026-07-15","","ScraperService.getImages","",""
"","3","forwards an internal error when the describer fails","Unit | Controllers | Description Controller","2026-07-15","passed","2026-07-15","","DescriptionController.describe","",""
"","0","builds API URLs relative to the configured GitHub API base","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-07-15","passed","2026-07-15","","","",""
"","1","requires the GitHub App private key secret","Unit | Scripts | GitHub | Create GitHub App Installation Token","2026-07-15","passed","2026-07-15","","createGitHubAppInstallationToken","",""
"","8","rejects missing required CLI arguments","Unit | Allure History Artifact Packaging","2026-07-15","passed","2026-07-15","","","",""
"","26","Missing image returns 500","alt-text-generator API Contract Harness","2026-07-15","passed","2026-07-15","","20 Single Description (Azure Stub)","",""
"","1","treats a Replicate token as sufficient for the configured scope list","Unit | Scripts | Postman | Provider Validation Scope","2026-07-15","passed","2026-07-15","","detectAvailableProviders","",""
"","21","exposes only the development server outside production","Unit | Config | Swagger","2026-07-15","passed","2026-07-15","","server URLs","",""
"","135","runs fixed-port mode when the requested ports are free","Integration | Scripts | Postman | Harness Port & Report Isolation","2026-07-15","passed","2026-07-15","","","",""
"","1","runs protected deploy verification without a token when auth is disabled","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","resolveProductionDeployAuthConfig","",""
"","2","returns a pending page job when the background execution does not finish within the wait window","Unit | Services | Page Description Job Service","2026-07-15","passed","2026-07-15","","","",""
"","1","extracts nested output and data payloads","Unit | Providers | Shared | Extract Caption Text","2026-07-15","passed","2026-07-15","","","",""
"","17","still fails page descriptions on non-skippable provider errors","Unit | Services | Page Description Service","2026-07-15","passed","2026-07-15","","","",""
"","1","propagates non-skippable provider failures","Unit | Providers | Adapter Contract Matrix","2026-07-15","passed","2026-07-15","","ollama provider adapter contract","",""
"","2","builds page-job errors and skips execution when the job is terminal, active, or unclaimable","Unit | Services | Page Description Job Service","2026-07-15","passed","2026-07-15","","","",""
"","3","writes a validated ZIP archive to the destination path","Unit | Allure History Artifact Restore","2026-07-15","passed","2026-07-15","","downloadArtifactArchive","",""
"","32","prefers existing request ids before generating a new one","Unit | Infrastructure | Logger","2026-07-15","passed","2026-07-15","","","",""
"","1","expands matrix job name templates into concrete check names","Unit | Scripts | GitHub | Required Check Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","isImage(https://example.com/photo.jpeg) === true","Unit | Services | Scraper Service","2026-07-15","passed","2026-07-15","","ScraperService.isImage","",""
"","1","blocks private or special-use address fc00::1","Unit | Infrastructure | Outbound URL Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","is a no-op when production already points to the rollback SHA","Unit | Scripts | GitHub | Rollback Production","2026-07-15","passed","2026-07-15","","deriveRollbackPlan","",""
"","24","disables the HTTPS listener when TLS_ENABLED is ""false""","Unit | Config | Index","2026-07-15","passed","2026-07-15","","","",""
"","0","uses an explicit Redis integration URL without requiring a host binary","Unit | Redis Test Server Helper","2026-07-15","passed","2026-07-15","","","",""
"","80","accepts OUTBOUND_ALLOWED_HOSTS=[::1]:8080","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","7","isImage(https://example.com/photo.jpg) === true","Unit | Services | Scraper Service","2026-07-15","passed","2026-07-15","","ScraperService.isImage","",""
"","5","preserves duplicate image entries while deduping provider work","Unit | Services | Page Description Service","2026-07-15","passed","2026-07-15","","","",""
"","101","rejects startup when no provider is configured","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","1","parses CLI arguments with defaults","Unit | Allure History Fetcher","2026-07-15","passed","2026-07-15","","","",""
"","3","falls back to auto when the value is empty","Unit | Scripts | Postman | Provider Validation Scope","2026-07-15","passed","2026-07-15","","normalizeProviderScope","",""
"","4","composes every tier without JUnit or coverage in the reporting lane","Unit | Jest Lane Configs","2026-07-15","passed","2026-07-15","","","",""
"","11","throws a clear error when the configured CA bundle file does not exist","Unit | Infrastructure | Outbound Trust","2026-07-15","passed","2026-07-15","","","",""
"","2","does not persist branch CI history on production pushes","Unit | Allure History Policy","2026-07-15","passed","2026-07-15","","","",""
"","56","does not fail on violations in untracked local notes","Unit | Scripts | Docs | Validate Docs","2026-07-15","passed","2026-07-15","","","",""
"","74","accepts non-empty API auth tokens when provided","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","1","exposes the default base ref fallback chain","Unit | Scripts | OpenAPI | Contract Diff","2026-07-15","passed","2026-07-15","","main","",""
"","0","returns false for an empty string","Unit | URL Validator","2026-07-15","passed","2026-07-15","","","",""
"","1","does not mark Azure auth failures as skippable","Unit | Services | Azure Describer Service","2026-07-15","passed","2026-07-15","","","",""
"","1","keeps least-privilege read-only permissions and a job timeout","Unit | Scripts | GitHub | Dependency Review Workflow","2026-07-15","passed","2026-07-15","","","",""
"","0","awaits and restores after an async callback","Unit | Test Setup | testEnv helpers","2026-07-15","passed","2026-07-15","","withEnv","",""
"","4","wraps async handlers and forwards rejected promises","Unit | Middleware | Error Handler","2026-07-15","passed","2026-07-15","","","",""
"","1","sets an explicit outbound URL allowlist when provided","Unit | Scripts | Postman | App Server Env","2026-07-15","passed","2026-07-15","","","",""
"","1","resolves workflow_run source context","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-07-15","passed","2026-07-15","","","",""
"","4332","boots two workers on shared Redis, shares the rate-limit budget, and shuts down cleanly","Integration | Cluster Smoke (WORKER_COUNT=2)","2026-07-15","passed","2026-07-15","","","",""
"","1","flags only added changes with unknown or disallowed licenses","Unit | Scripts | GitHub | Review Dependencies","2026-07-15","passed","2026-07-15","","license policy","",""
"","1","treats the budget boundary as within budget","Unit | Scripts | Performance Budget","2026-07-15","passed","2026-07-15","","","",""
"","0","supports chained registration","Unit | Services | Image Describer Factory","2026-07-15","passed","2026-07-15","","","",""
"","2","skips Redis integration only in explicit optional local mode with actionable diagnostics","Unit | Redis Test Server Helper","2026-07-15","passed","2026-07-15","","","",""
"","0","b.png is a non-trivial PNG fixture","provider validation fixtures","2026-07-15","passed","2026-07-15","","","",""
"","1","caps exponential restart backoff at the configured maximum","Unit | Server | Cluster Manager","2026-07-15","passed","2026-07-15","","","",""
"","22","Versioned health alias","alt-text-generator API Contract Harness","2026-07-15","passed","2026-07-15","","07 Route Aliases","",""
"","1","normalizes successful image descriptions","Unit | Providers | Adapter Contract Matrix","2026-07-15","passed","2026-07-15","","openrouter provider adapter contract","",""
"","1","flags folders that break ascending order","Unit | Scripts | Postman | Collection Lint","2026-07-15","passed","2026-07-15","","lintFolderNames","",""
"","1","stores an immediately completed provider job as a completed job response","Unit | Services | Description Job Service","2026-07-15","passed","2026-07-15","","","",""
"","1","allows public requests through when auth is configured","Unit | Middleware | Access Control","2026-07-15","passed","2026-07-15","","","",""
"","5","composes every tier and enforces the gate in the coverage lane","Unit | Jest Lane Configs","2026-07-15","passed","2026-07-15","","","",""
"","1","initializes a memory store unless Redis is explicitly selected","Unit | Infrastructure | Description Job Store","2026-07-15","passed","2026-07-15","","","",""
"","1","does not run an autobuild step for the interpreted JavaScript codebase","Unit | Scripts | GitHub | CodeQL Workflow","2026-07-15","passed","2026-07-15","","","",""
"","2","keeps summarizing valid reports when one report is malformed","Unit | Scripts | GitHub | Write Newman Summary","2026-07-15","passed","2026-07-15","","","",""
"","6","returns 200 when a page-description job has completed","Unit | Controllers | Description Controller","2026-07-15","passed","2026-07-15","","DescriptionController.getPageDescriptionJob","",""
"","11","invokes postman:post-deploy from the post-deploy workflow","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","package and workflow wiring","",""
"","61","rejects OUTBOUND_ALLOWED_HOSTS=example.com:99999999","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","3","maps each role to a distinct free port","Unit | Scripts | Postman | Port Allocator","2026-07-15","passed","2026-07-15","","","",""
"","0","ignores an img inside a fenced code block","Unit | Scripts | Docs | Validate Docs","2026-07-15","passed","2026-07-15","","image alt text","",""
"","1","returns empty array when no images found","Unit | Services | Scraper Service","2026-07-15","passed","2026-07-15","","ScraperService.extractImageSources","",""
"","0","returns false for unrelated failures","Unit | Providers | Shared | Is Skippable Image Source Error","2026-07-15","passed","2026-07-15","","","",""
"","1","runs the gates when a spec change is bundled with documentation","Unit | Scripts | CI | Classify Changed Paths","2026-07-15","passed","2026-07-15","","classifyChangedPaths","",""
"","1","rejects protected requests without a valid token","Unit | Middleware | Access Control","2026-07-15","passed","2026-07-15","","","",""
"","2","adds the Allure reporter when a results directory is configured","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","buildDeployNewmanArgs","",""
"","1","runs the gates for a spec-only change","Unit | Scripts | CI | Classify Changed Paths","2026-07-15","passed","2026-07-15","","classifyChangedPaths","",""
"","17","uses the explicit TLS_* settings for HTTPS config","Unit | Config | Index","2026-07-15","passed","2026-07-15","","","",""
"","2","fetches workflow run details from the GitHub API","Unit | Scripts | GitHub | Resolve Pages Source Run","2026-07-15","passed","2026-07-15","","","",""
"","0","flags a missing or non-3.x version","Unit | Scripts | OpenAPI | Validate Spec","2026-07-15","passed","2026-07-15","","validateVersion","",""
"","1","makes specs that differ only in key order serialize identically (the generator-version-resilience invariant)","Unit | Scripts | OpenAPI | Freshness Check","2026-07-15","passed","2026-07-15","","canonicalizeSpec","",""
"","3","parses supported arguments with dry-run defaulting to true","Unit | Scripts | Render | Rollback Render Service","2026-07-15","passed","2026-07-15","","parseArgs","",""
"","1","returns 202 while a page-description job is still pending","Unit | Controllers | Description Controller","2026-07-15","passed","2026-07-15","","DescriptionController.getPageDescriptionJob","",""
"","1","dispatches the publish workflow for the source CI run","Unit | Scripts | GitHub | Dispatch Pages Publish","2026-07-15","passed","2026-07-15","","","",""
"","1","maps provider timeouts during page descriptions to gateway timeout responses","Unit | Controllers | Description Controller","2026-07-15","passed","2026-07-15","","DescriptionController.describePage","",""
"","0","rejects a raw img with no alt attribute","Unit | Scripts | Docs | Validate Docs","2026-07-15","passed","2026-07-15","","image alt text","",""
"","1","applies outbound timeout handling","Unit | Providers | Adapter Contract Matrix","2026-07-15","passed","2026-07-15","","replicate provider adapter contract","",""
"","1","returns primitives and null unchanged","Unit | Scripts | OpenAPI | Freshness Check","2026-07-15","passed","2026-07-15","","canonicalizeSpec","",""
"","2","rejects unsupported values","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","normalizeBooleanFlag","",""
"","4","builds provider config sections with documented defaults and explicit overrides","Unit | Config | Provider Catalog","2026-07-15","passed","2026-07-15","","","",""
"","1","runs protected deploy verification when auth is enabled with a token","Unit | Scripts | Run Postman Deploy","2026-07-15","passed","2026-07-15","","resolveProductionDeployAuthConfig","",""
"","1","does not call the rollback endpoint on a dry run","Unit | Scripts | Render | Rollback Render Service","2026-07-15","passed","2026-07-15","","rollbackRenderService","",""
"","75","accepts a non-negative TRUST_PROXY_HOPS override","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","74","Ping","alt-text-generator API Contract Harness","2026-07-15","passed","2026-07-15","","00 Core Smoke","",""
"","17","redirects /api/ to the versioned route for secure requests","Integration | API","2026-07-15","passed","2026-07-15","","request filter","",""
"","27","Protected description rejects missing auth","alt-text-generator API Contract Harness","2026-07-15","passed","2026-07-15","","08 API Auth Contract","",""
"","3","returns no breaking changes for an identical contract","Unit | Scripts | OpenAPI | Contract Diff","2026-07-15","passed","2026-07-15","","diffPublicContract","",""
"","1","accepts unique, trimmed request names within a folder","Unit | Scripts | Postman | Collection Lint","2026-07-15","passed","2026-07-15","","lintRequestNames","",""
"","2","falls back to synchronous image descriptions when async mode is requested for a sync provider","Unit | Services | Page Description Service","2026-07-15","passed","2026-07-15","","","",""
"","3","parses the required results directory argument","Unit | Allure Metadata Writer","2026-07-15","passed","2026-07-15","","","",""
"","61","rejects multi-worker startup without a shared Redis-backed store","Unit | Utils | Validate Env Vars","2026-07-15","passed","2026-07-15","","","",""
"","1","resolves the effective kind from the configured mode and Redis URL","Unit | Config | Rate Limit Store","2026-07-15","passed","2026-07-15","","","",""
"","1","keeps environment-scoped validation and bounded runtimes","Unit | Scripts | GitHub | Promote To Production Workflow","2026-07-15","passed","2026-07-15","","","",""
"","5","creates a fallback root index when publishing a PR report into an empty site","Unit | Scripts | GitHub | Compose Pages Site","2026-07-15","passed","2026-07-15","","","",""
"","0","treats README.md as documentation","Unit | Scripts | CI | Classify Changed Paths","2026-07-15","passed","2026-07-15","","isDocsPath","",""
"","1","returns an empty payload when no event path is provided","Unit | Allure History Policy","2026-07-15","passed","2026-07-15","","","",""
"","1","never suppresses minor or patch updates for the pinned packages","Unit | Dependabot Policy","2026-07-15","passed","2026-07-15","","","",""
"","2","propagates errors from the HTTP client","Unit | Services | Azure Describer Service","2026-07-15","passed","2026-07-15","","","",""
"","2","accepts successful required checks even when duplicate runs exist","Unit | Scripts | GitHub | Promote To Production","2026-07-15","passed","2026-07-15","","ensureRequiredChecksGreen","",""
